Gene_id	Gene_name	Gene_description	HM_3	HM_2	HM_1	Bb_3	Bb_2	Bb_1	HM	Bb
gene-BBA_06204	BBA_06204	ribosomal protein L27	28.34	27.94	31.08	32.51	34.32	36.2	29.12	34.343333
gene-BBA_06205	BBA_06205	ankyrin repeat protein	5.07	6.86	7.16	2.76	3.04	4.38	6.363333	3.393333
gene-BBA_06206	BBA_06206	vacuolar protein sorting-associated protein 62	2.8	2.81	1.98	2.03	1.67	1.81	2.53	1.836667
gene-BBA_06207	BBA_06207	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06208	BBA_06208	transposase-like protein	0	0	0	0	0	0	0	0
gene-BBA_06209	BBA_06209	transposase-like protein	0	0	0	0	0	0	0	0
gene-BBA_06210	BBA_06210	fatty acid desaturase	0	0	0	0	0	0	0	0
gene-BBA_06211	BBA_06211	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06212	BBA_06212	MFS monocarboxylate transporter	1.36	1.66	0.48	3.38	12.98	1.84	1.166667	6.066667
gene-BBA_06213	BBA_06213	hypothetical protein	0	0.19	0.05	0.34	0.54	0.16	0.08	0.346667
gene-BBA_06214	BBA_06214	Cytochrome P450 CYP5293A1	0.91	1.4	1.02	0.35	0.52	0.31	1.11	0.393333
gene-BBA_06215	BBA_06215	hypothetical protein	1.13	0.37	0.66	0	0.07	0.04	0.72	0.036667
gene-BBA_06216	BBA_06216	Putative Zn(II)2Cys6 transcription factor	14.68	10.1	12.88	4.3	3.52	7.61	12.553333	5.143333
gene-BBA_06217	BBA_06217	quinone oxidoreductase	463.72	349.41	385.22	13.4	16.15	14.91	399.45	14.82
gene-BBA_06218	BBA_06218	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06219	BBA_06219	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06220	BBA_06220	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06221	BBA_06221	putative HFM1/MER3 protein	42.73	36.98	40.75	46.97	37.64	52.41	40.153333	45.673333
gene-BBA_06222	BBA_06222	protealysin-like protein	6.15	3.66	4.9	3.75	2.56	5.16	4.903333	3.823333
gene-BBA_06223	BBA_06223	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06224	BBA_06224	ice nucleation protein	2960.2	2529.28	2950.03	1357.4	1242.81	1267.68	2813.17	1289.296667
gene-BBA_06225	BBA_06225	Sir2 family protein	243.99	196.95	217.19	77.31	97.41	67.79	219.376667	80.836667
gene-BBA_06226	BBA_06226	glycosyl hydrolase family 92	79.64	74.29	77.47	65.52	50.43	72.37	77.133333	62.773333
gene-BBA_06227	BBA_06227	hypothetical protein	2.5	1.3	1.99	2.54	2.2	3.49	1.93	2.743333
gene-BBA_06228	BBA_06228	DUF455 domain protein	4.1	3.21	4.39	5.06	4.1	3.64	3.9	4.266667
gene-BBA_06229	BBA_06229	carbon-nitrogen hydrolase	31.37	21	33.05	25.27	23.27	29.22	28.473333	25.92
gene-BBA_06230	BBA_06230	nuclear membrane fusion protein Kar5	0.06	0.18	0.1	0.18	0.09	0.46	0.113333	0.243333
gene-BBA_06231	BBA_06231	helix-loop-helix DNA-binding domain-containing protein	4.86	3.71	4.46	19.19	16.96	12.73	4.343333	16.293333
gene-BBA_06232	BBA_06232	amino acid permease	44.28	36.78	47.46	19.64	19.38	26.55	42.84	21.856667
gene-BBA_06233	BBA_06233	metallopeptidase family M24	48	42.85	51.74	39.46	32.66	44.65	47.53	38.923333
gene-BBA_06234	BBA_06234	"Regulatory subunit Dfp1/Him1, central region"	26.64	22.3	30.26	18.42	14.33	24.56	26.4	19.103333
gene-BBA_06235	BBA_06235	ubiquitin-like autophagy protein Apg12	9.26	5.09	13.33	6.66	7.64	13.66	9.226667	9.32
gene-BBA_06236	BBA_06236	3-methyl-2-oxobutanoate hydroxymethyltransferase	78.71	85.04	41.74	30.33	45.6	20.84	68.496667	32.256667
gene-BBA_06237	BBA_06237	ubiquitin-conjugating enzyme	293.45	299.92	229.94	250.96	279.17	205.7	274.436667	245.276667
gene-BBA_06238	BBA_06238	Rap1 Myb domain-containing protein	24.17	26.01	31.97	9.79	10.5	9.75	27.383333	10.013333
gene-BBA_06239	BBA_06239	DHHC zinc finger domain-containing protein	61.29	53.56	64.11	26.92	23.66	22.07	59.653333	24.216667
gene-BBA_06240	BBA_06240	Hsp90 co-chaperone AHA1	346.31	308.94	341	185.57	292.53	144.21	332.083333	207.436667
gene-BBA_06241	BBA_06241	hypothetical protein	15.04	13.1	14.68	5.55	6.4	7.18	14.273333	6.376667
gene-BBA_06242	BBA_06242	FMC1 protein family	11.83	6.49	7.42	9.67	12.36	19.85	8.58	13.96
gene-BBA_06243	BBA_06243	"3',5'-bisphosphate nucleotidase"	52.19	47.89	55.93	68.27	69.92	73.11	52.003333	70.433333
gene-BBA_06244	BBA_06244	beta tubulin	320.93	283.76	357.57	410.22	440.21	440.2	320.753333	430.21
gene-BBA_06245	BBA_06245	ABC transporter	48.4	44.46	53.59	34.44	30.76	36.21	48.816667	33.803333
gene-BBA_06246	BBA_06246	hypothetical protein	31.43	27.77	34.9	20.82	16.62	26.67	31.366667	21.37
gene-BBA_06247	BBA_06247	hypothetical protein	24.46	20.37	27.81	16.41	20.82	19.44	24.213333	18.89
gene-BBA_06248	BBA_06248	flavin-nucleotide-binding protein	86.65	47.32	87.59	34.46	33.81	37.13	73.853333	35.133333
gene-BBA_06249	BBA_06249	spermine/spermidine synthase	30.03	26.43	35.09	39.59	37.21	43.45	30.516667	40.083333
gene-BBA_06250	BBA_06250	transcription factor TamA	28.73	22.22	31.5	37.46	41.18	46.65	27.483333	41.763333
gene-BBA_06251	BBA_06251	tyrosinase 2	0.22	0.21	0.13	0.68	0.63	0.75	0.186667	0.686667
gene-BBA_06252	BBA_06252	primase zinc finger protein	7.96	7.9	8.34	7.37	6.77	8.86	8.066667	7.666667
gene-BBA_06253	BBA_06253	hypothetical protein	16.87	16.58	18.48	19.33	15.83	20.6	17.31	18.586667
gene-BBA_06254	BBA_06254	DASH complex subunit Duo1	21.74	11.96	22.77	14.57	16.06	21.73	18.823333	17.453333
gene-BBA_06255	BBA_06255	hypothetical protein	30.99	25.48	35.36	28.82	27.96	33.66	30.61	30.146667
gene-BBA_06256	BBA_06256	5'/3'-nucleotidase SurE	37.85	34.56	44.99	37.05	36.2	38.97	39.133333	37.406667
gene-BBA_06257	BBA_06257	RNA recognition domain-containing protein	50.78	51.81	69.69	29.29	35.13	37.27	57.426667	33.896667
gene-BBA_06258	BBA_06258	calcium-translocating P-type ATPase	46.9	49.8	50.99	31.53	38.88	29.15	49.23	33.186667
gene-BBA_06259	BBA_06259	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06260	BBA_06260	Sir2 family protein	26.09	18.71	28.07	20.64	19.05	23.41	24.29	21.033333
gene-BBA_06261	BBA_06261	clathrin-coated vesicle protein	30.28	25.94	29.21	19.6	18.73	23.35	28.476667	20.56
gene-BBA_06262	BBA_06262	branched-chain amino acid aminotransferase	105.21	78.68	109.42	76.34	74.79	79.7	97.77	76.943333
gene-BBA_06263	BBA_06263	NADH:ubiquinone oxidoreductase 11.6kD subunit	282.89	356.8	315.61	730.52	682.4	752.32	318.433333	721.746667
gene-BBA_06264	BBA_06264	Brefeldin A-sensitivity protein 4	3.67	3.1	4.17	5.52	3.46	5.42	3.646667	4.8
gene-BBA_06265	BBA_06265	DNA replication factor Dna2	5.78	5.17	6.89	5.07	5.71	6.18	5.946667	5.653333
gene-BBA_06266	BBA_06266	Cytochrome P450 CYP570H1	1.81	0.24	2.08	0.1	0.04	0.11	1.376667	0.083333
gene-BBA_06267	BBA_06267	"flavin-binding monooxygenase, putative"	57.82	50.81	56.84	76.89	61.65	91	55.156667	76.513333
gene-BBA_06268	BBA_06268	hypothetical protein	67.45	77	59.61	78.23	74.02	69.1	68.02	73.783333
gene-BBA_06269	BBA_06269	hypothetical protein	20	16.36	20.47	12.56	10.56	16.34	18.943333	13.153333
gene-BBA_06270	BBA_06270	chitosanase precursor	106.55	82.21	109.44	43.19	49.63	39.87	99.4	44.23
gene-BBA_06271	BBA_06271	5'-nucleotidase domain-containing protein	38.52	25.16	45.78	15.77	12.08	15.79	36.486667	14.546667
gene-BBA_06272	BBA_06272	bZIP transcription factor	1330.39	1157.28	1470.83	799.69	883.19	724.25	1319.5	802.376667
gene-BBA_06273	BBA_06273	OPT oligopeptide transporter	1.18	0.5	1.35	0.65	0.79	1.28	1.01	0.906667
gene-BBA_06274	BBA_06274	endosomal peripheral membrane protein	18.23	15.12	19.84	9.38	7.87	11.36	17.73	9.536667
gene-BBA_06275	BBA_06275	general amino acid permease AGP2	75.73	59.28	74.18	26.62	23.69	28.16	69.73	26.156667
gene-BBA_06276	BBA_06276	ABC transporter	159.54	136.5	199.66	110.72	129.38	103.76	165.233333	114.62
gene-BBA_06277	BBA_06277	isocitrate lyase	159.2	139.66	143.89	147.32	302.39	103.33	147.583333	184.346667
gene-BBA_06278	BBA_06278	short-chain dehydrogenase/reductase family protein	134.81	124.83	139.46	61.4	74.87	64.92	133.033333	67.063333
gene-BBA_06279	BBA_06279	glutaminyl-tRNA synthetase	52.17	47.37	60.5	53.01	50.18	71	53.346667	58.063333
gene-BBA_06280	BBA_06280	Sec7 domain-containing protein	27.26	22.78	26.8	17.77	17.3	19.43	25.613333	18.166667
gene-BBA_06281	BBA_06281	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase	154.25	128.55	161.89	249.24	251.12	230.8	148.23	243.72
gene-BBA_06282	BBA_06282	fungal specific transcription factor	7.71	8.08	8.29	27.17	31.62	32.85	8.026667	30.546667
gene-BBA_06283	BBA_06283	hypothetical protein	372.33	430.73	452.95	2728.33	3492.06	3560.99	418.67	3260.46
gene-BBA_06284	BBA_06284	hypothetical protein	11.02	9.19	13.85	9.37	6.9	11.04	11.353333	9.103333
gene-BBA_06285	BBA_06285	allergen Asp f 4	1259.57	1219.61	1290.09	538.07	598.05	562.35	1256.423333	566.156667
gene-BBA_06286	BBA_06286	ATPase protein	87.7	81.39	84.8	40	27.69	51.94	84.63	39.876667
gene-BBA_06287	BBA_06287	potassium ion channel Yvc1	32.35	27.22	28.19	36.8	20	44.24	29.253333	33.68
gene-BBA_06288	BBA_06288	macro domain-containing protein	59.02	45.35	63.55	52.82	48.79	69.56	55.973333	57.056667
gene-BBA_06289	BBA_06289	hypothetical protein	36.76	31.17	38.97	17.37	13.01	21.53	35.633333	17.303333
gene-BBA_06290	BBA_06290	amidohydrolase-like protein	0.37	0.47	0.97	0.52	0.48	0.83	0.603333	0.61
gene-BBA_06291	BBA_06291	hypothetical protein	6.35	7.91	10.04	15.76	15.91	19.86	8.1	17.176667
gene-BBA_06292	BBA_06292	subtilase-like protein	1.42	1.33	1.69	0.58	0.46	0.5	1.48	0.513333
gene-BBA_06293	BBA_06293	"DNA-directed RNA polymerase III subunit RPC7, putative"	23.56	19.36	32.37	19.57	14.75	22.24	25.096667	18.853333
gene-BBA_06294	BBA_06294	nucleoporin NUP49/NSP49	41.35	43.85	51	45.34	36.64	50.5	45.4	44.16
gene-BBA_06295	BBA_06295	Fip1 domain-containing protein	59.77	56.7	65.55	71.73	63.25	84.36	60.673333	73.113333
gene-BBA_06296	BBA_06296	protein of unknown function DUF239	1.15	0.74	1.26	1.22	1.44	1.65	1.05	1.436667
gene-BBA_06297	BBA_06297	chitinase-like protein	12.47	14.35	14.76	3.93	2.74	2.61	13.86	3.093333
gene-BBA_06298	BBA_06298	hypothetical protein	69.12	88.59	56.52	47.84	49.11	34.17	71.41	43.706667
gene-BBA_06299	BBA_06299	peptidase M23B	1.36	1.2	0.47	0	0	0	1.01	0
gene-BBA_06300	BBA_06300	protein kinase domain-containing protein	0.71	0.92	0.67	0.22	0.25	0.18	0.766667	0.216667
gene-BBA_06301	BBA_06301	hypothetical protein	13.46	9.36	16.84	6.08	6.64	8.79	13.22	7.17
gene-BBA_06302	BBA_06302	hypothetical protein	2.61	2.87	3.58	2.31	3.44	2.55	3.02	2.766667
gene-BBA_06303	BBA_06303	methyltransferase domain-containing protein	97.42	95.71	88.51	296.33	207.9	300.99	93.88	268.406667
gene-BBA_06304	BBA_06304	lipocalin-like domain-containing protein	233.87	232.74	255.83	377.06	361.33	386.97	240.813333	375.12
gene-BBA_06305	BBA_06305	Cytochrome P450 CYP570A1	44.48	39.31	44.94	46.73	35.3	51.71	42.91	44.58
gene-BBA_06306	BBA_06306	ATP synthase F0	153.75	125.2	158.93	60.64	42.88	67.28	145.96	56.933333
gene-BBA_06307	BBA_06307	PCI domain-containing protein	96.35	81.64	115.43	76.91	61.88	96.14	97.806667	78.31
gene-BBA_06308	BBA_06308	peptidase C65 Otubain	35.22	27.45	32.96	33.84	26.23	37.06	31.876667	32.376667
gene-BBA_06309	BBA_06309	putative glutamine synthetase	41.09	32.3	41.28	17.21	11.06	17.58	38.223333	15.283333
gene-BBA_06310	BBA_06310	methylcitrate synthase precursor	253.82	190.46	257.05	212.88	229.36	214.22	233.776667	218.82
gene-BBA_06311	BBA_06311	"plasma membrane channel protein Ist2, putative"	53.95	53.78	49.45	26.38	24.24	27.23	52.393333	25.95
gene-BBA_06312	BBA_06312	MHYT domain signaling protein	6.91	6.14	7.04	25.3	14.3	24.75	6.696667	21.45
gene-BBA_06313	BBA_06313	AMP-binding enzyme	8.48	8.49	11.3	11.08	9.72	13.79	9.423333	11.53
gene-BBA_06314	BBA_06314	arabinofuranosidase B	104.28	116.05	121.81	287.03	233.67	316.81	114.046667	279.17
gene-BBA_06315	BBA_06315	C6 zinc finger domain protein	21.08	19.57	25.68	11.68	9.72	13.57	22.11	11.656667
gene-BBA_06316	BBA_06316	pyridine nucleotide-disulfide oxidoreductase family protein	1.49	2.57	2.54	0.6	0.72	0.66	2.2	0.66
gene-BBA_06317	BBA_06317	chitinase-like protein	20.43	34.75	31.6	7.51	8.23	11.77	28.926667	9.17
gene-BBA_06318	BBA_06318	hypothetical protein	13.84	8.89	12.11	8.07	6.89	7.65	11.613333	7.536667
gene-BBA_06319	BBA_06319	hypothetical protein	0.31	0.29	0.55	0.41	0.65	0.78	0.383333	0.613333
gene-BBA_06320	BBA_06320	hypothetical protein	18.52	17.62	24.69	17.6	13.15	17.85	20.276667	16.2
gene-BBA_06321	BBA_06321	monodehydroascorbate reductase	83.13	89.24	77.5	117.86	76.88	141.87	83.29	112.203333
gene-BBA_06322	BBA_06322	hypothetical protein	10.05	6.45	9.09	7.82	6.64	11.03	8.53	8.496667
gene-BBA_06323	BBA_06323	oligosaccharide translocation protein RFT1	12.25	11.68	12.36	7.35	5.67	8.94	12.096667	7.32
gene-BBA_06324	BBA_06324	DEAD/DEAH box helicase	16.89	14.86	22.64	13.93	15.43	14.21	18.13	14.523333
gene-BBA_06325	BBA_06325	HORMA domain-containing protein	79.39	74.36	62.38	86.01	77.77	98.52	72.043333	87.433333
gene-BBA_06326	BBA_06326	ubiquitin carboxyl-terminal hydrolase	22.02	21.87	20.24	29.65	20.59	36.75	21.376667	28.996667
gene-BBA_06327	BBA_06327	methyltransferase-like protein	3.89	3.3	5.61	3.02	2.21	3.34	4.266667	2.856667
gene-BBA_06328	BBA_06328	methyltransferase-like protein	6.97	5.56	6.78	13.66	14.73	11.06	6.436667	13.15
gene-BBA_06329	BBA_06329	iron sulfur cluster assembly protein 1	360.05	248.93	363.79	145.51	256.41	152.08	324.256667	184.666667
gene-BBA_06330	BBA_06330	"MFS transporter, putative"	13.67	10.56	17.09	27.59	33.16	30.7	13.773333	30.483333
gene-BBA_06331	BBA_06331	beta-lactamase family protein	14.62	16.17	15.39	20.3	24.24	25.2	15.393333	23.246667
gene-BBA_06332	BBA_06332	gamma-glutamyltranspeptidase	1.81	2.15	2.94	1.26	1.99	1.21	2.3	1.486667
gene-BBA_06333	BBA_06333	phospholipase A2	394.93	381.66	701.1	74.75	98.89	97.13	492.563333	90.256667
gene-BBA_06334	BBA_06334	cupin 2 barrel domain protein	2.46	3.94	2.06	2.02	1.19	5.15	2.82	2.786667
gene-BBA_06335	BBA_06335	"succinate-semialdehyde dehydrogenase, putative"	41.64	54.65	47.27	69.92	76.46	84.03	47.853333	76.803333
gene-BBA_06336	BBA_06336	hexose transporter-like protein	33.63	36.13	23.06	56.08	104.37	79.94	30.94	80.13
gene-BBA_06337	BBA_06337	transmembrane amino acid transporter	25.17	20.48	29.76	22.9	22.74	23.43	25.136667	23.023333
gene-BBA_06338	BBA_06338	hypothetical protein	374.25	493.05	350.51	368.43	259.1	258.41	405.936667	295.313333
gene-BBA_06339	BBA_06339	major facilitator superfamily transporter	14.58	12.84	13.75	17.13	10.74	14.72	13.723333	14.196667
gene-BBA_06340	BBA_06340	2OG-Fe(II) oxygenase superfamily protein	9.68	12.64	16.54	13.07	13.55	17.11	12.953333	14.576667
gene-BBA_06341	BBA_06341	CFEM domain-containing protein	21.44	18.96	21.09	44.86	40.12	58.1	20.496667	47.693333
gene-BBA_06342	BBA_06342	glycosyltransferase family 28 domain-containing protein	5.7	4.04	5.68	5.91	5.24	7.41	5.14	6.186667
gene-BBA_06343	BBA_06343	alpha-L-rhamnosidase C	9.28	6.83	9.89	5.6	4.87	7.15	8.666667	5.873333
gene-BBA_06344	BBA_06344	drug resistance protein	26.48	24.68	23.29	11.29	8.19	13.54	24.816667	11.006667
gene-BBA_06345	BBA_06345	hypothetical protein	497.05	606.43	423.52	27.05	20.06	29.27	509	25.46
gene-BBA_06346	BBA_06346	oxaloacetate acetylhydrolase	727.46	751.39	637.08	588.34	435.62	543.23	705.31	522.396667
gene-BBA_06347	BBA_06347	DUF1275 domain protein	402.67	524.73	414.52	559.82	487.83	560.78	447.306667	536.143333
gene-BBA_06348	BBA_06348	fatty acid hydroxylase superfamily protein	10.27	6.11	10.57	3.87	2.56	3.31	8.983333	3.246667
gene-BBA_06349	BBA_06349	zinc-binding dehydrogenase	17.13	21.33	19.47	20.05	24.12	29.4	19.31	24.523333
gene-BBA_06350	BBA_06350	C6 transcription factor	3.08	2.04	1.99	2.41	1.4	3.15	2.37	2.32
gene-BBA_06351	BBA_06351	metallo-beta-lactamase family protein	0	0	0	0	0	0	0	0
gene-BBA_06352	BBA_06352	glycoside hydrolase family 76	0.14	0.16	0.28	0	0.15	0.12	0.193333	0.09
gene-BBA_06353	BBA_06353	Cytochrome P450 CYP660A2	8.79	7.58	8.18	7.42	4.92	7.98	8.183333	6.773333
gene-BBA_06354	BBA_06354	hypothetical protein	13.93	12.78	16.71	7.75	7.28	11.12	14.473333	8.716667
gene-BBA_06355	BBA_06355	alpha/beta hydrolase	17.53	23.55	18.73	30.4	27.28	26.43	19.936667	28.036667
gene-BBA_06356	BBA_06356	hypothetical protein	4.24	1.8	3.19	3.28	2.89	3.19	3.076667	3.12
gene-BBA_06357	BBA_06357	MFS monocarboxylate transporter	41.13	41.8	43.64	20.05	18.12	25.24	42.19	21.136667
gene-BBA_06358	BBA_06358	acid phosphatase	119.88	87.98	106.22	122.63	83.01	131.65	104.693333	112.43
gene-BBA_06359	BBA_06359	putative cytoplasmic protein	13.17	13.52	10.22	15.1	10.95	11.8	12.303333	12.616667
gene-BBA_06360	BBA_06360	"Succinyl-CoA synthetase, beta subunit"	9.27	11.34	9.46	8.28	10.27	11.29	10.023333	9.946667
gene-BBA_06361	BBA_06361	dienelactone hydrolase family protein	188.03	200.68	167.59	109.96	87.13	115.78	185.433333	104.29
gene-BBA_06362	BBA_06362	thiolase-like protein	24.56	21.24	24.93	14.33	14.47	21.09	23.576667	16.63
gene-BBA_06363	BBA_06363	enoyl-CoA hydratase	73.68	63.2	70.33	47.68	54.68	61.51	69.07	54.623333
gene-BBA_06364	BBA_06364	hypothetical protein	19.77	20.03	22.45	16.31	19.2	21.34	20.75	18.95
gene-BBA_06365	BBA_06365	galactoside O-acetyltransferase	274.76	267.68	262.11	70.94	71.31	77.12	268.183333	73.123333
gene-BBA_06366	BBA_06366	"MFS transporter, putative"	9.74	9.19	9.05	3.05	2.2	3.5	9.326667	2.916667
gene-BBA_06367	BBA_06367	succinate-CoA ligase	13.39	17.06	16.21	23.8	25.56	27.41	15.553333	25.59
gene-BBA_06368	BBA_06368	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06369	BBA_06369	chromo domain-containing protein	14.79	17.73	15.5	20.65	20.78	28.86	16.006667	23.43
gene-BBA_06370	BBA_06370	PH domain-containing protein	67.81	88.99	44.63	62.78	48.37	68.68	67.143333	59.943333
gene-BBA_06371	BBA_06371	ribonucleotide reductase	100.69	79.7	113.8	99.01	98.24	114.57	98.063333	103.94
gene-BBA_06372	BBA_06372	cyclin-dependent kinase G-1	24.39	19.89	23.86	22.28	19.26	31.36	22.713333	24.3
gene-BBA_06373	BBA_06373	DUF185 domain-containing protein	14.92	14.11	13.39	16.08	13.24	18.17	14.14	15.83
gene-BBA_06374	BBA_06374	"Transmembrane receptor, eukaryota"	83.59	72.02	80.58	51.56	38.5	57.26	78.73	49.106667
gene-BBA_06375	BBA_06375	cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	37.14	31.08	38.22	31.63	30.13	33.81	35.48	31.856667
gene-BBA_06376	BBA_06376	glycine-rich cell wall structural protein 1	114.46	120.08	66.4	59.15	23.83	70.83	100.313333	51.27
gene-BBA_06377	BBA_06377	RasGEF domain-containing protein	27.29	24.57	34.44	28.21	26.43	33.52	28.766667	29.386667
gene-BBA_06378	BBA_06378	C2H2 finger domain protein	54.01	50.32	60.79	48.86	48.3	53.27	55.04	50.143333
gene-BBA_06379	BBA_06379	glycoside hydrolase family 16 protein	1.1	1.12	0.66	0.63	1.23	1.32	0.96	1.06
gene-BBA_06380	BBA_06380	glucanase B	39.11	50.76	56.98	15.68	11.85	19.14	48.95	15.556667
gene-BBA_06381	BBA_06381	C6 finger domain protein	7.82	4.9	7.09	7.59	7.61	8.22	6.603333	7.806667
gene-BBA_06382	BBA_06382	hypothetical protein	139.97	180.77	144.99	2.29	1.77	2.88	155.243333	2.313333
gene-BBA_06383	BBA_06383	structure-specific recognition protein	32.92	34.09	38.68	44.73	42.31	46.96	35.23	44.666667
gene-BBA_06384	BBA_06384	hypothetical protein	11.83	10.25	14.77	3.16	3.83	3.8	12.283333	3.596667
gene-BBA_06385	BBA_06385	DUF803 domain-containing protein	14.66	12.23	15.75	8.39	7.97	7.24	14.213333	7.866667
gene-BBA_06386	BBA_06386	hypothetical protein	93.71	89.15	76.46	38.48	27.34	43.51	86.44	36.443333
gene-BBA_06387	BBA_06387	RNA recognition domain-containing protein	22.53	17.82	28.87	15.57	16.2	19.55	23.073333	17.106667
gene-BBA_06388	BBA_06388	condensin subunit Cnd3	19.94	16.88	23.76	28.42	21.68	33.36	20.193333	27.82
gene-BBA_06389	BBA_06389	GPI ethanolamine phosphate transferase	9.89	7.6	11.3	10.15	8.93	12.18	9.596667	10.42
gene-BBA_06390	BBA_06390	hypothetical protein	10.53	16.54	17.6	18.2	22.72	19.63	14.89	20.183333
gene-BBA_06391	BBA_06391	MIZ/SP-RING zinc finger protein	16.8	15.01	19.92	15.38	14.13	17.14	17.243333	15.55
gene-BBA_06392	BBA_06392	transporter particle component	53.81	40.77	55.51	43.86	36.67	48.25	50.03	42.926667
gene-BBA_06393	BBA_06393	malate dehydrogenase	547.29	425.92	499.67	665.78	636.84	694.86	490.96	665.826667
gene-BBA_06394	BBA_06394	ribosomal L28e family protein	574.35	558.18	661.58	597.61	716.56	666.28	598.036667	660.15
gene-BBA_06395	BBA_06395	protein precursor	144.74	96	140.34	110.08	114.76	103.71	127.026667	109.516667
gene-BBA_06396	BBA_06396	chromatin associated protein	95.77	77.66	101.53	107.68	86.79	120.72	91.653333	105.063333
gene-BBA_06397	BBA_06397	hypothetical protein	38.63	28.88	36.8	30.31	22	35.45	34.77	29.253333
gene-BBA_06398	BBA_06398	C6 zinc finger domain protein	25.92	20.11	23.83	29.93	23.69	34.51	23.286667	29.376667
gene-BBA_06399	BBA_06399	neutral/alkaline non-lysosomal ceramidase	1.66	1.6	1.83	2.66	2.44	3.21	1.696667	2.77
gene-BBA_06400	BBA_06400	transmembrane amino acid transporter	20.73	18.8	22.05	20.29	16.41	23.53	20.526667	20.076667
gene-BBA_06401	BBA_06401	kinase domain containing protein	366.16	299.58	287.14	253.24	296.55	229.39	317.626667	259.726667
gene-BBA_06402	BBA_06402	hypothetical protein	0	0	0	2.38	0	0	0	0.793333
gene-BBA_06403	BBA_06403	UTR4 protein	38.4	37.87	39.62	128.68	146.66	141.4	38.63	138.913333
gene-BBA_06404	BBA_06404	nucleolus protein	45.81	45.38	49.47	39.47	38.04	51.22	46.886667	42.91
gene-BBA_06405	BBA_06405	60S ribosomal protein L23a	1054.1	914.55	1176.45	856.18	1030.78	994.82	1048.366667	960.593333
gene-BBA_06406	BBA_06406	CorA-like Mg2+ transporter	58.4	49.53	70.83	45.46	39.61	49.42	59.586667	44.83
gene-BBA_06407	BBA_06407	RING-box protein 1	227.8	223.76	219.42	245.41	205.78	247.5	223.66	232.896667
gene-BBA_06408	BBA_06408	hypothetical protein	49.55	37.12	47.7	31.26	28.43	33.49	44.79	31.06
gene-BBA_06409	BBA_06409	flavin-containing amine oxidasedehydrogenase	44.89	47.61	34.87	70.39	55.92	86.09	42.456667	70.8
